second,qps,success_rate,p50_ms,p95_ms,p99_ms,backends
54,244,1.0,130.2691949531436,145.3300346620381,152.6795942336321,qwen15b-npu3=16;qwen15b-npu4=56;qwen15b-npu5=58;qwen15b-npu6=58;qwen15b-npu7=56
55,251,1.0,127.19386490061879,145.59323713183403,150.23788809776306,qwen15b-npu3=19;qwen15b-npu4=60;qwen15b-npu5=58;qwen15b-npu6=56;qwen15b-npu7=58
56,250,1.0,127.04621395096183,145.38393588736653,149.55452317371964,qwen15b-npu3=22;qwen15b-npu4=56;qwen15b-npu5=56;qwen15b-npu6=59;qwen15b-npu7=57
57,250,1.0,127.91360914707184,146.214681211859,153.04092736914754,qwen15b-npu3=28;qwen15b-npu4=56;qwen15b-npu5=56;qwen15b-npu6=55;qwen15b-npu7=55
58,243,1.0,130.84932882338762,149.16392136365175,153.7125613540411,qwen15b-npu3=29;qwen15b-npu4=53;qwen15b-npu5=56;qwen15b-npu6=52;qwen15b-npu7=53
59,246,1.0,130.9487191028893,151.97729971259832,161.18630999699235,qwen15b-npu3=33;qwen15b-npu4=55;qwen15b-npu5=51;qwen15b-npu6=52;qwen15b-npu7=55
60,248,1.0,130.74922794476151,145.39084630087018,153.0500859953463,qwen15b-npu3=35;qwen15b-npu4=53;qwen15b-npu5=52;qwen15b-npu6=55;qwen15b-npu7=53
61,248,1.0,128.0175312422216,147.49114867299795,155.1044499501586,qwen15b-npu3=39;qwen15b-npu4=51;qwen15b-npu5=54;qwen15b-npu6=53;qwen15b-npu7=51
62,243,1.0,130.88934868574142,152.36304327845573,159.76886078715324,qwen15b-npu3=41;qwen15b-npu4=52;qwen15b-npu5=48;qwen15b-npu6=50;qwen15b-npu7=52
63,249,1.0,130.3947758860886,146.42006298527122,149.57417408004403,qwen15b-npu3=45;qwen15b-npu4=49;qwen15b-npu5=55;qwen15b-npu6=49;qwen15b-npu7=51
64,241,1.0,130.8918888680637,149.8757149092853,158.2547421567142,qwen15b-npu3=46;qwen15b-npu4=51;qwen15b-npu5=48;qwen15b-npu6=49;qwen15b-npu7=47
65,248,1.0,129.7285221517086,145.72955900803208,158.69253408163786,qwen15b-npu3=49;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=51;qwen15b-npu7=51
66,240,1.0,131.06564013287425,154.15310394018888,166.15939373150468,qwen15b-npu3=48;qwen15b-npu4=47;qwen15b-npu5=49;qwen15b-npu6=48;qwen15b-npu7=48
67,256,1.0,126.01507687941194,145.58933675289154,150.9380522184074,qwen15b-npu3=49;qwen15b-npu4=54;qwen15b-npu5=51;qwen15b-npu6=51;qwen15b-npu7=51
68,246,1.0,127.74716783314943,146.2788819335401,150.29656933620572,qwen15b-npu3=50;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=48
69,243,1.0,130.62626821920276,158.61266292631626,174.50237879529595,qwen15b-npu3=49;qwen15b-npu4=48;qwen15b-npu5=47;qwen15b-npu6=49;qwen15b-npu7=50
70,251,1.0,125.63723372295499,146.3723718188703,152.36945217475295,qwen15b-npu3=50;qwen15b-npu4=52;qwen15b-npu5=51;qwen15b-npu6=49;qwen15b-npu7=49
71,249,1.0,128.0468008480966,146.36921230703592,159.0815968811512,qwen15b-npu3=49;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=49;qwen15b-npu7=52
72,249,1.0,128.3387620933354,145.52890742197633,150.14518797397614,qwen15b-npu3=50;qwen15b-npu4=49;qwen15b-npu5=50;qwen15b-npu6=50;qwen15b-npu7=50
73,255,1.0,126.3680700212717,143.98961560800672,149.6600047685206,qwen15b-npu3=52;qwen15b-npu4=51;qwen15b-npu5=49;qwen15b-npu6=52;qwen15b-npu7=51
74,246,1.0,128.37396282702684,148.43966625630856,152.63412427157164,qwen15b-npu3=47;qwen15b-npu4=50;qwen15b-npu5=52;qwen15b-npu6=49;qwen15b-npu7=48
75,245,1.0,126.41480984166265,147.5941613316536,154.67448765411973,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=46;qwen15b-npu6=50;qwen15b-npu7=48
76,252,1.0,128.91912600025535,147.56627986207604,159.20182736590505,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=52;qwen15b-npu6=49;qwen15b-npu7=50
77,243,1.0,127.55329674109817,147.9147020727396,153.4404600970447,qwen15b-npu3=48;qwen15b-npu4=48;qwen15b-npu5=49;qwen15b-npu6=49;qwen15b-npu7=49
78,252,1.0,126.76779180765152,142.4292060546577,147.75414112955332,qwen15b-npu3=51;qwen15b-npu4=50;qwen15b-npu5=50;qwen15b-npu6=51;qwen15b-npu7=50
79,248,1.0,129.31480910629034,149.63537408038974,152.68888510763645,qwen15b-npu3=48;qwen15b-npu4=50;qwen15b-npu5=49;qwen15b-npu6=50;qwen15b-npu7=51
80,5,1.0,133.75272834673524,146.59201400354505,146.59201400354505,qwen15b-npu3=2;qwen15b-npu6=2;qwen15b-npu7=1
